0.991769547325	0.00411522633745	0.00411522633745	
0.994490358127	0.00275482093664	0.00275482093664	
0.881019830028	0.116147308782	0.0028328611898	
0.980582524272	0.00970873786408	0.00970873786408	
0.962264150943	0.0188679245283	0.0188679245283	
0.00653594771242	0.986928104575	0.00653594771242	
0.00171526586621	0.945111492281	0.0531732418525	
0.00123001230012	0.09963099631	0.89913899139	
0.00970873786408	0.980582524272	0.00970873786408	
0.00353356890459	0.00353356890459	0.992932862191	
0.00518134715026	0.989637305699	0.00518134715026	
